   Department,Year,    Age ,  Gender,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,Level
BMB,1,23,Male,3,4,3,2,4,5,3,5,5,5,3,3,3,4,5,3,5,3,3,5,5,3,1,4,3,3.68
BMB,1,21,Male,5,3,4,5,4,3,5,3,5,3,3,5,2,3,3,5,3,3,5,3,5,3,5,3,5,3.84
BMB,1,23,Male,5,3,3,3,4,4,4,5,1,1,1,3,3,5,3,4,2,3,4,3,5,5,5,2,1,3.28
BMB,1,19,Male,5,4,3,5,1,4,5,5,1,4,3,4,1,5,3,5,2,4,2,2,2,5,5,5,3,3.52
BMB,1,19,Female,5,4,4,3,5,3,2,3,3,4,3,2,2,2,4,2,2,2,3,3,1,4,3,4,4,3.08
BMB,1,19,Male,5,3,4,3,3,5,3,4,4,3,2,3,4,3,2,2,2,3,3,2,3,2,3,2,3,3.04
BMB,1,23,Male,3,4,3,1,3,4,5,2,4,4,2,2,4,2,5,3,4,2,3,3,3,2,3,2,3,3.04
BMB,1,22,Male,3,4,3,4,3,2,1,4,3,2,4,4,4,5,2,3,3,1,3,3,3,2,3,2,3,2.96
BMB,1,19,Female,4,3,3,3,2,3,2,5,4,3,4,4,4,3,3,3,3,4,4,5,2,4,3,4,2,3.36
BMB,1,19,Male,4,2,4,1,4,2,3,5,4,2,1,4,4,5,2,4,5,2,4,1,4,2,4,2,4,3.16
BMB,1,21,Male,4,5,2,4,1,4,2,4,1,5,4,4,5,4,4,5,2,3,1,4,1,4,1,4,1,3.16
BMB,1,19,Male,3,2,4,2,4,2,4,4,2,5,3,1,3,2,4,3,1,4,4,4,1,5,3,1,4,3
BMB,1,19,Female,3,1,4,2,4,1,3,5,2,3,1,5,2,4,1,5,3,2,4,3,5,2,4,4,3,3.04
BMB,1,23,Male,4,2,5,3,4,5,2,4,4,2,4,3,1,5,3,2,4,3,4,4,5,4,5,4,5,3.64
BMB,1,19,Male,5,3,4,4,1,3,4,3,5,3,4,2,3,5,4,5,2,5,3,2,3,5,3,2,4,3.48
BMB,1,19,Male,5,4,3,3,2,1,4,5,4,5,4,5,3,4,2,3,4,2,1,5,3,4,5,2,1,3.36
BMB,1,23,Male,5,3,5,4,3,5,2,3,4,3,5,3,2,4,2,5,4,1,5,4,5,5,1,4,2,3.56
BMB,1,23,Female,4,2,4,1,3,2,3,4,2,4,4,2,5,4,2,4,5,2,4,3,1,4,4,3,2,3.12
BMB,1,22,Male,4,5,4,3,5,1,4,4,5,4,5,1,4,4,2,4,3,4,2,5,2,3,1,5,4,3.52
BMB,1,22,Male,3,2,4,1,3,4,1,4,2,3,4,1,5,4,4,1,5,4,4,1,5,2,3,1,4,3
BMB,1,21,Female,4,2,5,2,4,4,5,3,1,4,3,5,3,1,5,2,3,3,5,5,4,3,2,2,1,3.24
BMB,1,23,Male,5,3,4,2,3,4,5,5,3,2,1,3,4,2,1,2,3,5,1,4,2,1,4,2,1,2.88
BMB,1,21,Female,5,3,5,4,3,5,4,3,4,3,5,4,4,3,2,3,5,4,2,1,5,4,4,2,1,3.52
BMB,1,23,Male,5,3,1,5,4,4,3,5,4,1,4,4,1,5,3,1,5,2,3,4,2,1,4,2,3,3.16
BMB,1,23,Male,5,3,4,2,4,1,3,5,4,3,2,1,3,4,3,2,1,4,2,3,5,4,5,2,5,3.2
BMB,1,21,Female,4,5,3,5,3,5,2,3,5,3,5,2,5,3,5,3,5,3,5,1,4,5,3,4,3,3.76
Economics,4,22,Male,2,3,5,4,4,5,1,2,3,3,5,2,1,3,5,5,1,3,3,5,2,1,3,5,5,3.24
Economics,4,23,Female,4,2,3,5,4,4,5,1,2,3,3,5,2,1,3,5,5,4,3,3,5,2,1,3,5,3.32
Economics,4,21,Male,1,3,3,2,4,3,5,2,3,5,3,1,1,2,3,1,5,2,5,3,1,1,2,3,1,2.6
Economics,4,20,Female,3,4,2,3,5,2,4,2,5,2,5,2,4,2,5,2,3,5,2,1,3,5,5,1,3,3.2
Economics,4,19,Female,2,4,3,2,5,3,5,3,2,3,5,3,5,3,2,3,3,3,5,2,1,3,5,5,4,3.36
Economics,4,21,Male,2,4,4,1,5,5,3,4,1,4,5,5,3,4,1,4,5,3,1,1,2,3,1,5,2,3.12
Economics,4,22,Male,3,5,2,1,3,5,5,3,5,4,4,5,2,3,3,5,4,4,5,4,5,4,1,5,5,3.8
Economics,4,23,Female,3,1,1,2,3,1,5,3,2,4,3,5,5,4,3,2,4,3,5,5,4,2,1,3,5,3.16
Economics,4,23,Male,5,2,4,2,5,2,3,2,3,5,2,4,5,5,2,3,5,2,4,5,4,1,2,3,1,3.24
Economics,4,24,Female,5,3,5,3,2,3,3,3,2,5,3,5,3,3,3,2,5,3,5,5,4,4,2,5,2,3.52
Economics,4,21,Female,5,5,3,4,1,4,5,4,1,5,5,3,2,2,4,1,5,5,3,5,4,5,3,2,3,3.56
Economics,4,19,Male,1,3,3,2,4,5,4,2,1,3,5,5,4,5,2,1,3,5,5,5,4,3,4,1,4,3.36
Economics,4,21,Female,3,4,2,3,5,5,4,1,2,3,1,5,2,4,1,2,3,1,5,3,2,4,5,1,3,2.96
Economics,4,20,Male,2,4,3,2,5,5,4,4,2,5,2,3,3,3,4,2,5,2,3,5,4,3,5,5,4,3.56
Economics,4,20,Female,2,4,4,1,5,5,4,5,3,2,3,3,2,4,5,3,2,3,3,5,2,5,1,5,2,3.32
Economics,4,23,Male,4,5,5,5,3,5,4,3,4,1,4,5,3,5,3,4,1,4,5,3,3,4,1,5,5,3.76
Economics,4,24,Male,3,5,2,3,5,3,1,1,2,3,1,5,2,5,1,4,2,3,5,3,2,3,1,3,5,2.92
Economics,4,21,Female,2,4,2,5,2,5,2,4,2,5,2,3,5,3,3,5,1,4,5,5,3,4,1,4,5,3.44
Economics,4,24,Male,3,5,3,2,3,5,3,5,3,2,3,3,3,5,3,5,3,3,4,5,2,3,3,5,4,3.52
Economics,4,21,Female,5,3,4,1,4,5,5,3,4,1,4,5,3,5,5,3,2,2,3,5,5,4,3,2,4,3.6
Economics,4,20,Female,5,5,3,5,4,4,5,2,3,3,5,4,4,3,5,5,4,5,2,4,5,5,2,3,5,4
Economics,4,23,Male,1,5,3,2,4,3,5,5,4,3,2,4,3,3,1,5,2,4,3,5,3,3,3,2,5,3.32
Economics,4,21,Male,2,3,2,3,5,2,4,5,5,2,3,5,2,5,2,3,3,3,5,3,2,2,4,1,5,3.24
Economics,4,20,Male,3,3,3,2,5,3,5,3,3,3,2,5,3,2,3,3,2,4,5,5,4,5,2,1,3,3.28
Economics,3,22,Male,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,4,4,3,5,4,5,5,5,3,2,2.56
VET,1,21,Female,5,5,3,2,1,5,4,5,5,5,2,2,2,1,1,5,5,3,2,4,5,5,4,4,4,3.56
VET,1,19,Male,5,5,3,2,5,4,4,5,3,5,4,3,4,1,4,4,5,5,5,3,2,3,2,1,1,3.52
VET,1,23,Female,5,2,3,4,5,5,4,1,2,4,5,3,1,5,5,5,4,5,3,3,5,4,4,5,5,3.88
VET,1,19,Female,3,3,4,5,3,5,3,1,4,5,4,5,3,5,3,5,1,1,2,4,5,4,4,5,5,3.68
VET,1,23,Female,5,4,3,2,5,3,7,2,4,4,1,3,3,3,3,2,5,3,4,4,2,1,4,2,1,3.2
VET,1,21,Female,1,1,1,1,1,3,2,5,2,1,2,1,1,3,1,1,3,4,2,1,5,4,4,2,1,2.12
VET,1,23,Female,5,3,5,4,5,3,5,4,5,3,5,1,5,3,5,3,5,2,3,4,2,1,4,2,3,3.6
VET,1,21,Female,5,4,4,3,2,5,3,5,4,3,2,4,5,4,3,4,5,4,2,3,5,4,5,2,5,3.8
VET,1,19,Male,5,4,3,5,3,5,3,3,3,5,5,4,4,2,3,5,3,3,5,1,4,5,3,4,3,3.72
VET,1,21,Male,5,3,1,4,5,3,5,3,5,4,5,3,5,4,4,3,4,5,3,5,3,5,2,5,3,3.88
VET,1,21,Male,3,5,4,3,5,3,5,4,1,4,3,5,1,4,5,3,5,5,3,4,1,5,3,5,3,3.68
VET,1,22,Male,3,3,3,3,3,1,4,4,5,3,3,3,3,3,5,4,4,3,5,3,5,3,5,3,1,3.4
VET,1,21,Male,5,3,4,5,4,1,2,3,5,3,5,5,3,1,3,5,3,5,3,5,3,5,3,1,4,3.56
VET,1,23,Male,3,4,5,3,5,3,1,4,5,4,5,3,5,3,5,1,1,2,4,5,4,4,5,5,4,3.72
VET,1,23,Male,5,4,3,4,5,3,5,2,4,5,1,4,2,5,5,3,3,2,1,2,1,4,4,5,5,3.48
VET,1,19,Male,5,1,3,1,4,1,3,2,4,2,1,3,3,5,3,4,1,2,3,3,4,5,4,2,1,2.8
VET,1,19,Male,3,4,4,5,5,3,1,5,4,5,3,2,5,3,1,1,1,3,1,5,5,1,4,4,4,3.28
VET,1,23,Male,3,5,3,5,3,2,4,5,4,3,4,5,4,4,5,3,1,3,3,3,3,3,3,3,3,3.48
VET,1,19,Female,1,1,5,5,3,5,5,4,5,4,5,4,4,4,5,5,2,2,1,2,3,1,1,5,4,3.44
VET,1,19,Male,5,5,2,1,3,4,5,4,5,4,3,4,5,5,5,4,5,5,1,1,2,2,3,5,5,3.72
VET,1,19,Male,3,4,4,5,4,5,5,5,4,3,4,2,5,2,5,5,4,4,3,1,4,4,5,5,5,4
VET,1,19,Male,5,4,5,3,2,3,5,5,5,3,4,4,4,4,2,1,2,1,5,4,3,5,5,4,5,3.72
VET,1,23,Female,5,4,5,3,5,4,5,5,1,1,3,2,5,5,5,4,4,5,3,2,5,4,1,5,4,3.8
VET,1,21,Female,5,3,5,2,5,1,4,5,5,4,4,3,5,3,5,4,2,5,1,5,3,5,5,4,5,3.92
VET,1,23,Female,5,2,3,4,5,5,4,1,2,4,5,3,1,4,4,2,4,3,1,5,3,2,4,3,5,3.36
VET,1,22,Female,3,3,4,5,3,5,3,1,4,5,4,5,3,3,5,3,4,2,3,5,4,5,2,1,3,3.52
VET,1,21,Female,5,4,3,2,5,3,7,2,4,4,1,3,3,5,4,5,4,5,3,4,2,3,4,3,5,3.72
VET,1,19,Female,1,1,1,1,1,3,2,5,2,1,2,1,1,3,4,3,5,3,2,4,2,5,4,5,5,2.68
VET,1,23,Male,5,3,5,4,5,3,5,4,5,3,5,1,5,4,2,4,4,2,5,4,2,4,5,5,3,3.88
VET,1,23,Male,5,4,4,3,2,5,3,5,4,3,2,4,5,4,5,4,5,1,4,4,2,4,3,3,1,3.56
VET,1,24,Male,5,4,3,5,3,5,3,3,3,5,5,4,4,4,2,3,4,1,5,4,4,1,5,4,5,3.76
VET,1,25,Male,5,3,1,4,5,3,5,3,5,4,5,3,5,5,4,4,3,4,2,3,5,1,5,2,3,3.68
VET,1,21,Male,3,5,4,3,5,3,5,4,1,4,3,5,1,1,4,5,3,5,3,5,2,5,1,1,5,3.44
VET,1,23,Male,3,3,3,3,3,1,4,4,5,3,3,3,3,3,3,5,4,4,5,5,3,5,2,4,3,3.48
VET,1,22,Female,5,3,4,5,4,1,2,3,5,3,5,5,3,3,1,3,5,3,5,4,4,4,3,2,3,3.52
VET,1,24,Male,5,3,5,3,5,3,1,4,3,3,2,4,4,5,3,5,1,1,3,5,3,3,4,5,2,3.4
VET,1,22,Female,5,4,5,1,5,3,5,5,2,5,3,5,4,3,5,3,4,1,5,3,4,2,5,4,1,3.68
VET,1,23,Male,5,4,4,1,4,4,3,4,3,4,5,3,3,2,4,3,4,3,1,2,4,4,3,5,5,3.48
VET,1,19,Male,5,4,4,3,4,4,3,4,3,4,5,3,3,2,4,3,4,3,3,2,4,4,3,5,4,3.6
VET,1,21,Male,5,1,5,1,1,2,1,1,1,1,1,4,1,1,1,3,3,1,1,2,2,2,1,3,1,1.84
VET,1,19,Male,5,5,1,4,2,4,3,4,3,4,3,3,1,3,2,3,3,3,4,4,4,3,4,4,5,3.36
VET,1,23,Male,5,2,1,5,4,5,3,5,4,5,5,2,1,1,4,4,1,4,1,4,2,1,4,5,4,3.28
VET,1,19,Male,5,4,5,5,4,5,3,5,4,5,5,2,1,3,4,1,4,1,4,2,2,1,4,5,4,3.52
VET,1,23,Male,5,4,1,4,2,4,3,4,3,4,3,3,1,3,2,3,3,3,4,4,4,3,4,4,5,3.32
VET,2,21,Male,5,4,3,5,3,5,3,3,3,5,5,4,5,3,1,1,1,3,1,5,5,1,4,4,4,3.44
VET,2,23,Male,5,3,1,4,5,3,5,3,5,4,5,3,4,4,5,3,1,4,5,3,5,2,5,5,5,3.88
VET,2,23,Male,3,5,4,3,5,3,5,4,1,4,3,5,4,4,5,5,2,2,1,2,3,1,1,5,4,3.36
VET,2,21,Male,3,3,3,3,3,1,4,4,5,3,3,3,5,5,5,4,5,5,1,1,2,2,3,5,5,3.44
VET,2,23,Male,5,3,4,5,4,1,2,3,5,3,5,5,5,2,5,5,4,4,3,1,4,4,5,5,5,3.88
VET,2,22,Male,3,4,5,3,5,3,1,4,5,4,5,3,4,4,2,1,2,1,5,4,3,5,5,4,5,3.6
VET,2,23,Female,5,4,3,4,5,3,5,2,4,5,1,4,5,5,5,4,4,5,3,2,5,4,1,5,4,3.88
VET,2,21,Female,5,1,3,1,4,1,3,2,4,2,1,3,5,3,5,4,2,5,1,5,3,5,5,4,5,3.28
VET,2,23,Female,4,0,3,2,4,3,5,4,1,5,3,5,1,4,4,2,4,3,1,5,3,2,4,3,5,3.2
VET,2,19,Male,4,5,3,1,4,5,1,3,5,3,5,4,5,3,5,2,5,3,5,1,1,4,5,2,4,3.52
VET,2,19,Male,4,5,3,4,2,5,1,5,3,5,4,5,1,5,4,2,3,1,4,1,5,3,4,5,1,3.4
VET,2,23,Male,5,4,3,5,5,4,5,5,4,1,5,2,3,5,2,3,1,1,5,4,4,5,3,4,4,3.68
VET,2,23,Male,3,3,2,4,3,4,1,5,4,3,2,5,1,4,4,1,3,3,5,4,5,1,5,3,1,3.16
VET,2,23,Female,5,4,3,2,5,5,4,5,1,1,2,2,5,4,5,1,4,5,1,5,1,5,4,4,1,3.36
VET,2,23,Female,1,1,5,4,5,3,5,5,5,4,5,3,1,1,5,4,5,4,4,4,5,5,5,4,5,3.92
VET,2,22,Female,2,4,2,4,5,5,5,5,3,2,4,5,4,5,5,5,5,3,1,4,2,4,5,5,1,3.8
VET,2,23,Female,5,2,5,3,5,4,5,1,2,2,1,5,5,4,5,4,4,4,5,1,1,5,5,4,4,3.64
VET,2,19,Female,5,5,4,3,5,4,5,5,5,2,3,2,1,5,5,4,4,4,3,3,5,5,4,5,4,4
VET,2,24,Female,3,3,5,5,4,5,1,3,5,3,2,4,5,4,5,4,5,4,3,1,2,1,2,5,5,3.56
VET,2,21,Male,5,5,3,5,1,5,2,4,2,4,2,4,5,5,4,4,5,5,4,1,4,5,5,4,5,3.92
VET,2,19,Male,5,4,5,3,5,4,3,5,4,5,4,3,1,3,2,1,2,3,2,1,3,2,4,3,1,3.12
VET,2,19,Male,5,4,5,4,3,4,1,5,4,3,4,3,4,3,4,2,1,4,3,5,4,2,3,3,5,3.52
VET,2,23,Male,5,4,5,4,5,4,3,5,5,4,5,3,2,1,3,4,3,2,1,3,2,3,4,5,1,3.44
VET,2,23,Female,5,4,5,4,5,4,1,5,4,5,4,5,4,4,3,2,1,3,2,1,3,4,3,2,5,3.52
VET,2,19,Female,5,5,4,3,2,1,4,5,4,5,4,5,4,3,2,4,3,4,3,4,5,3,4,3,5,3.76
ENGLISH,1,18,Female,5,1,4,2,4,1,3,5,2,4,1,4,2,5,2,4,2,4,2,4,1,5,2,4,3,3.04
ENGLISH,1,19,Female,4,5,5,3,2,2,1,3,4,2,5,3,1,2,4,3,5,2,4,1,4,2,4,5,1,3.08
ENGLISH,1,23,Female,4,2,5,3,2,4,2,5,2,5,2,5,2,4,1,4,1,4,2,1,5,1,5,3,1,3
ENGLISH,1,23,Female,5,4,3,2,5,1,3,5,4,3,5,3,2,4,3,4,1,4,5,3,5,2,3,5,1,3.4
ENGLISH,1,23,Female,5,4,5,1,2,3,5,5,4,5,4,1,3,4,5,4,3,1,4,5,4,3,3,1,5,3.56
ENGLISH,1,23,Male,5,3,5,3,5,4,1,2,5,3,5,3,4,5,3,5,3,5,3,5,2,5,3,5,2,3.76
ENGLISH,1,23,Male,5,4,5,3,1,2,1,5,4,3,3,2,1,4,3,5,4,3,4,3,1,2,1,3,2,2.96
ENGLISH,1,22,Male,5,4,3,4,5,3,1,5,4,5,3,5,4,5,4,5,2,3,4,2,2,4,3,2,1,3.52
ENGLISH,1,23,Male,4,5,3,2,4,2,1,3,4,2,5,1,1,2,4,3,1,5,3,2,1,4,2,1,5,2.8
ENGLISH,1,23,Male,4,2,5,2,4,1,3,4,2,4,2,5,1,3,2,5,2,3,4,5,3,1,4,2,4,3.08
ENGLISH,1,19,Male,5,2,4,1,3,5,1,4,2,4,1,4,2,3,4,1,3,5,3,2,3,5,2,4,2,3
ENGLISH,1,19,Male,5,4,2,5,3,5,3,3,5,3,5,3,1,5,3,5,2,5,3,5,3,4,2,5,3,3.68
ENGLISH,1,23,Male,4,2,3,5,1,4,2,5,2,1,4,1,4,1,5,3,2,5,3,1,5,2,4,2,4,3
ENGLISH,1,19,Male,5,2,1,5,4,5,3,5,4,5,5,2,1,1,4,4,1,4,2,1,4,1,4,5,4,3.28
ENGLISH,1,23,Male,4,5,3,5,3,5,3,4,5,3,1,5,3,5,3,5,3,5,3,5,3,5,2,5,3,3.84
ENGLISH,2,21,Male,5,4,3,2,1,1,5,5,4,4,3,2,1,1,2,2,3,1,5,4,3,3,3,2,1,2.8
ENGLISH,2,24,Female,3,1,1,1,1,2,2,2,2,4,1,1,2,4,1,4,1,5,5,5,5,1,5,1,5,2.6
ENGLISH,2,23,Female,3,3,3,4,4,5,5,5,5,3,3,3,3,3,4,4,4,4,4,5,2,2,2,1,4,3.52
ENGLISH,2,24,Female,2,3,3,2,2,2,3,2,2,4,4,3,2,3,3,5,5,2,3,3,3,5,5,2,2,3
ENGLISH,2,23,Female,2,2,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,1,2,2,2,4,1,4,2.72
ENGLISH,2,23,Female,4,4,4,4,2,2,1,1,2,2,4,2,2,2,2,1,1,1,2,2,2,2,4,4,5,2.48
ENGLISH,2,23,Male,3,2,3,3,2,2,2,4,4,5,5,5,3,3,2,2,3,5,5,2,2,3,2,3,5,3.2
ENGLISH,2,23,Male,3,2,3,5,2,2,3,3,2,1,1,4,4,5,5,1,2,2,4,4,5,5,5,5,2,3.2
ENGLISH,2,23,Female,2,4,3,4,3,3,3,3,3,3,3,4,3,4,2,4,3,2,2,3,3,3,3,3,2,3
ENGLISH,2,23,Male,3,2,3,3,2,2,3,3,3,2,2,5,3,4,3,4,3,2,3,2,3,2,3,2,3,2.8
ENGLISH,2,23,Male,2,2,4,3,2,2,4,4,2,2,2,5,3,2,2,2,2,3,3,3,4,4,5,5,5,3.08
ENGLISH,2,22,Male,3,4,3,3,3,1,4,4,3,3,1,2,4,3,3,2,4,2,2,2,2,3,3,3,3,2.8
ENGLISH,2,22,Male,3,2,3,3,2,4,3,4,3,3,1,2,3,3,4,3,5,5,3,3,4,5,5,6,3,3.4
ENGLISH,2,24,Male,3,2,3,3,2,3,3,4,3,2,2,3,2,2,4,3,4,5,4,3,3,2,2,2,3,2.88
ENGLISH,2,23,Female,4,3,3,3,2,3,2,3,3,2,2,2,2,3,4,2,4,3,2,3,4,2,2,4,2,2.76
ENGLISH,2,24,Female,5,2,5,4,3,4,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,4,3
ENGLISH,2,24,Female,5,3,3,4,3,4,3,3,3,2,2,3,3,3,3,3,2,4,3,2,2,3,3,2,2,2.92
ENGLISH,2,24,Female,2,3,3,4,2,3,3,3,2,2,3,2,2,3,3,2,3,3,4,4,5,2,2,3,2,2.8
ENGLISH,2,24,Female,2,2,2,4,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,2,3,3,2.64
ENGLISH,2,23,Female,1,3,1,4,3,3,2,4,2,3,3,3,3,3,3,2,3,4,4,2,2,3,3,2,3,2.76
ENGLISH,2,23,Female,4,2,2,5,3,4,3,4,2,3,3,2,2,3,3,3,4,3,3,3,4,3,2,2,3,3
ENGLISH,3,23,Female,4,3,3,2,3,4,3,2,2,2,4,2,3,2,2,2,3,2,4,4,5,5,2,5,2,3
ENGLISH,3,23,Male,4,2,1,2,3,3,2,2,3,3,2,2,3,3,3,3,3,3,5,5,4,3,3,2,3,2.88
ENGLISH,3,24,Male,4,3,2,3,4,3,2,3,3,3,4,2,2,3,2,3,3,3,4,5,3,4,2,3,2,3
ENGLISH,3,25,Male,4,2,2,2,4,3,3,3,3,2,4,4,3,3,3,3,3,4,3,2,3,3,4,2,3,3
ENGLISH,3,25,Male,5,3,2,4,2,4,3,3,3,3,2,4,3,2,3,2,3,3,5,5,2,3,2,3,3,3.08
ENGLISH,3,25,Female,5,2,4,2,2,4,3,3,3,3,2,2,2,3,2,3,4,3,2,3,2,3,2,3,3,2.8
ENGLISH,3,23,Female,4,3,4,4,3,4,2,3,3,2,2,2,3,2,3,3,4,4,4,5,3,2,2,3,2,3.04
ENGLISH,3,23,Female,4,2,4,2,2,4,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2.64
ENGLISH,3,23,Female,3,3,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,4,4,5,4,2,2,2,4,2.88
ENGLISH,3,22,Female,2,2,2,2,3,3,4,3,2,3,3,3,3,2,3,3,3,2,3,2,3,2,2,2,3,2.6
ENGLISH,3,23,Male,2,3,4,3,3,3,4,3,3,3,3,2,3,3,2,4,3,2,2,4,2,4,4,4,3,3.04
ENGLISH,3,24,Female,3,3,4,4,2,4,4,3,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,2,3,2.76
ENGLISH,3,23,Male,3,2,5,2,3,2,2,2,3,2,2,2,3,3,3,4,3,4,4,5,3,2,4,2,4,2.96
ENGLISH,3,22,Female,3,3,2,4,3,3,2,3,2,3,3,3,3,2,3,4,3,3,2,2,2,2,2,2,3,2.68
ENGLISH,3,22,Male,5,2,3,4,2,4,2,2,3,3,4,3,2,3,2,3,3,3,3,2,2,3,2,3,2,2.8
ENGLISH,3,22,Male,5,1,3,2,3,4,3,3,2,2,4,3,4,3,4,4,2,1,2,1,2,2,3,2,3,2.72
ENGLISH,3,24,Female,3,2,4,4,2,4,2,3,3,1,5,2,4,2,4,3,3,2,3,3,4,4,2,2,2,2.92
ENGLISH,3,24,Male,3,2,4,4,4,5,3,4,2,2,5,3,4,3,4,4,1,2,1,2,1,2,2,1,3,2.84
ENGLISH,3,23,Male,3,4,5,4,4,3,2,4,3,2,5,4,5,3,4,3,2,4,2,4,4,3,3,3,2,3.4
ENGLISH,3,23,Female,5,4,2,4,4,2,3,4,2,1,2,4,5,2,4,4,1,2,1,2,1,2,2,1,1,2.6
ENGLISH,3,24,Female,5,3,3,4,2,2,2,3,3,2,2,2,2,3,4,5,2,3,3,4,4,1,2,1,2,2.76
ENGLISH,4,23,Female,5,2,2,2,4,2,3,3,3,2,3,2,3,2,3,5,2,2,2,1,1,1,2,2,1,2.4
ENGLISH,4,23,Female,3,2,3,2,2,2,3,2,2,3,2,3,2,3,3,5,3,3,4,2,2,1,1,2,3,2.52
ENGLISH,4,24,Male,3,3,2,2,4,3,2,2,2,3,3,2,3,3,3,5,2,1,2,1,2,2,1,1,2,2.36
ENGLISH,4,24,Male,3,3,4,2,4,3,2,3,3,4,2,3,3,2,2,5,2,1,3,3,4,4,5,2,2,2.96
ENGLISH,4,24,Male,2,3,3,2,2,3,3,4,3,4,3,2,3,3,3,4,1,2,2,1,2,2,1,1,2,2.44
ENGLISH,4,23,Male,2,2,4,2,2,3,3,4,3,2,3,3,4,2,3,4,2,3,3,4,5,5,6,4,2,3.2
ENGLISH,4,23,Male,2,2,4,4,2,3,2,3,3,2,2,2,4,3,2,3,2,1,2,1,2,1,1,1,2,2.24
ENGLISH,4,23,Male,4,3,5,4,2,4,3,3,2,3,3,3,4,4,2,3,2,3,4,4,2,2,2,3,4,3.12
ENGLISH,4,23,Male,4,3,2,4,2,3,3,2,2,2,4,2,2,4,4,3,2,1,2,1,2,2,1,1,2,2.4
ENGLISH,4,23,Male,4,2,2,4,2,3,2,2,3,2,4,3,3,4,4,3,2,2,3,4,5,5,5,5,5,3.32
ENGLISH,4,23,Male,5,3,1,2,3,4,2,2,3,2,4,3,2,4,4,3,2,2,3,2,2,2,2,2,2,2.64
ENGLISH,4,23,Male,5,2,1,2,3,4,2,4,3,4,5,2,3,3,4,3,3,3,4,4,5,5,2,2,3,3.24
ENGLISH,4,23,Male,3,3,2,2,3,5,3,4,3,4,2,3,3,3,3,4,3,2,2,3,3,3,2,3,2,2.92
ENGLISH,4,24,Male,2,2,2,4,3,3,3,4,3,2,3,2,3,4,2,5,3,2,3,3,2,2,3,3,3,2.84
ENGLISH,4,24,Male,1,3,4,3,1,2,2,3,4,2,2,3,3,3,2,5,1,2,2,1,2,3,2,2,4,2.48
ENGLISH,4,24,Male,1,2,2,3,1,2,3,2,3,3,3,2,2,4,2,4,1,2,2,3,3,4,1,2,1,2.32
ENGLISH,4,24,Male,2,3,4,2,2,2,2,3,4,2,2,3,3,3,3,5,2,1,2,1,4,4,3,2,1,2.6
ENGLISH,4,24,Male,3,3,2,2,3,2,3,3,4,2,3,2,3,3,3,3,2,2,4,4,4,5,4,4,2,3
ENGLISH,4,23,Male,3,3,2,4,4,3,2,4,3,3,2,3,5,5,3,3,1,2,1,4,3,2,2,2,1,2.8
IR,3,21,Male,3,2,1,1,1,2,2,2,4,3,5,5,3,2,2,3,3,4,4,4,4,3,2,3,4,2.88
IR,3,21,Male,2,2,2,2,2,2,2,2,1,1,2,2,4,4,4,2,1,1,1,2,2,2,1,2,4,2.08
IR,4,22,Male,4,2,2,5,3,5,5,3,2,2,4,4,4,4,2,2,3,3,3,5,3,5,5,5,4,3.56
IR,4,22,Male,5,5,5,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,3,2.44
IR,4,22,Male,2,3,3,3,3,2,1,1,2,2,2,2,3,3,3,4,4,5,5,2,2,1,1,2,4,2.6
IR,4,23,Male,1,2,2,2,2,1,1,2,2,2,4,4,4,4,4,2,2,2,2,1,1,1,2,2,4,2.24
IR,4,23,Male,2,4,4,4,5,5,2,5,2,3,2,2,1,2,2,2,1,3,1,3,4,4,5,2,1,2.84
IR,4,24,Male,1,1,1,1,1,1,3,1,1,3,3,1,1,2,2,1,3,3,3,2,2,1,1,2,4,1.8
IR,4,23,Male,2,2,3,4,2,1,1,1,2,2,3,3,3,4,4,5,5,5,2,2,1,2,1,1,2,2.52
IR,4,23,Male,3,1,1,1,1,1,1,2,2,1,2,1,1,3,3,3,2,1,1,1,1,1,2,2,4,1.68
IR,4,23,Male,3,2,1,1,3,2,2,1,2,1,4,4,2,2,2,1,1,1,2,2,2,4,4,4,4,2.28
IR,4,21,Male,2,1,2,2,4,4,4,4,4,4,3,3,3,3,2,1,1,2,1,2,2,2,3,3,4,2.64
IR,4,21,Male,4,3,5,5,5,3,3,2,2,2,2,1,1,2,2,5,4,4,3,1,1,1,1,1,2,2.6
IR,2,22,Female,3,3,3,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,4,5,1.96
IR,2,22,Female,2,2,4,3,5,5,5,5,1,2,1,3,3,4,4,5,2,1,1,2,2,2,1,2,2,2.76
IR,2,23,Female,2,2,1,4,4,4,4,4,3,2,2,1,2,2,1,2,3,2,2,1,1,2,2,4,5,2.48
